claim_text,label
"Darren Campbell with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, (i) what was the date of those communications, (ii) who participated in those communications, (iii) what specific instructions or advice were provided in those communications; (c) were any written communications exchanged between RCMP Commissioner Brenda Lucki or her staff and Lia Scanlan, then Director of communications for the Nova Scotia RCMP with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, (i) what was the date of those communications, (ii) who participated in those communications, (iii) what specific instructions or advice were provided in those communications; (d) were any instructions, directions, or advice given by the then Public Safety Minister, Bill Blair, or by staff in the Minister of Public Safety's office to RCMP Commissioner Brenda Lucki with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, which individual or individuals provided such instructions; (e) were any instructions, directions, or advice given either by the Prime Minister, staff in the Office of the Prime Minister, or by officials in the Privy Council Office to RCMP Commissioner Brenda Lucki with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, which individual or individuals provided such instructions; (f) what, if any, undertakings or promises were made by RCMP Commissioner Brenda Lucki to either the then Minister of Public Safety, Bill Blair, the Prime Minister, staff in the Office of the Prime Minister, or officials in the Privy Council Office, with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020; (g) were any communications materials or plans developed after April 19, 2020, by the Department of Public Safety and Emergency Preparedness, the Office of the Prime Minister, or the Privy Council Office, which discussed both the mass shootings in Nova Scotia on April 18 and 19, 2020, and the Regulations Amending the Regulations Prescribing Certain Firearms and Other Weapons, Components and Parts of Weapons, Accessories, Cartridge Magazines, Ammunition and Projectiles as Prohibited, Restricted or Non-Restricted, registered on May 1, 2020, and, if so, on what date or dates were those materials or plans developed; (h) were any communications materials or plans developed after April 19, 2020, by the Department of Public Safety and Emergency Preparedness, the Office of the Prime Minister, or the Privy Council Office, which discussed both the mass shootings in Nova Scotia on April 18 and 19, 2020, and Bill C-21, An Act to amend certain Acts and to make certain consequential amendments (firearms) from the 2nd Session of the 43rd Parliament, and, if so, on what date or dates were those materials or plans developed; and (i) were any digital or analog recordings made of any conversations between RCMP Commissioner Brenda Lucki and any other staff at the RCMP, and, if so, (i) where are these recordings, (ii) were they deleted, (iii) were they deleted in accordance with statutory government practice regarding the preservation of records, (iv) can they be recovered, (v) what efforts are being made to recover said recordings?",False
"Darren Campbell with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, (i) what was the date of those communications, (ii) who participated in those communications, (iii) what specific instructions or advice were provided in those communications; (c) were any written communications exchanged between RCMP Commissioner Brenda Lucki or her staff and Lia Scanlan, then Director of communications for the Nova Scotia RCMP with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, (i) what was the date of those communications, (ii) who participated in those communications, (iii) what specific instructions or advice were provided in those communications; (d) were any instructions, directions, or advice given by the then Public Safety Minister, Bill Blair, or by staff in the Minister of Public Safety's office to RCMP Commissioner Brenda Lucki with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, which individual or individuals provided such instructions; (e) were any instructions, directions, or advice given either by the Prime Minister, staff in the Office of the Prime Minister, or by officials in the Privy Council Office to RCMP Commissioner Brenda Lucki with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020, and, if so, which individual or individuals provided such instructions; (f) what, if any, undertakings or promises were made by RCMP Commissioner Brenda Lucki to either the then Minister of Public Safety, Bill Blair, the Prime Minister, staff in the Office of the Prime Minister, or officials in the Privy Council Office, with respect to releasing specific information about what types of weapons were used in the mass shootings in Nova Scotia on April 18 and 19, 2020; (g) were any communications materials or plans developed after April 19, 2020, by the Department of Public Safety and Emergency Preparedness, the Office of the Prime Minister, or the Privy Council Office, which discussed both the mass shootings in Nova Scotia on April 18 and 19, 2020, and the Regulations Amending the Regulations Prescribing Certain Firearms and Other Weapons, Components and Parts of Weapons, Accessories, Cartridge Magazines, Ammunition and Projectiles as Prohibited, Restricted or Non-Restricted, registered on May 1, 2020, and, if so, on what date or dates were those materials or plans developed; (h) were any communications materials or plans developed after April 19, 2020, by the Department of Public Safety and Emergency Preparedness, the Office of the Prime Minister, or the Privy Council Office, which discussed both the mass shootings in Nova Scotia on April 18 and 19, 2020, and Bill C-21, An Act to amend certain Acts and to make certain consequential amendments (firearms) from the 2nd Session of the 43rd Parliament, and, if so, on what date or dates were those materials or plans developed; and (i) were any digital or analog recordings made of any conversations between RCMP Commissioner Brenda Lucki and any other staff at the RCMP, and, if so, (i) where are these recordings, (ii) were they deleted, (iii) were they deleted in accordance with statutory government practice regarding the preservation of records, (iv) can they be recovered, (v) what efforts are being made to recover said recordings?",False
"It truly has been a great pleasure serving in the 43rd Parliament, 2nd session, as the deputy House leader for the Conservative Party.",True
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"The sixth report is “Request for Government Response to the 23rd Report from the 42nd Parliament, 1st Session”, entitled “A Diabetes Strategy for Canada”.",False
"The seventh report is “Request for Government Response to the 24th report from the 42nd Parliament, 1st Session”, entitled “Tackling the Problem Head-on: Sports-Related Concussions in Canada”.",False
"The eight report is “Request for Government Response to the 26th Report from the 42nd Parliament, 1st Session”, entitled “Impacts of Methamphetamine Abuse in Canada”.",False
"The ninth report is “Request for Government Response to the 27th Report from the 42nd Parliament, 1st Session”, entitled “Get Canada's Youth Moving!” The 10th report is “Request for Government Response to the 28th Report from the 42nd Parliament, 1st Session”, entitled “The Health of LGBTQIA2 Communities in Canada”.",False
"The 11th report is “Request for Government Response to the 29th Report from the 42nd Parliament, 1st Session”, entitled “Violence Facing Health Care Workers in Canada”.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"And so I would like to move the following motion: That Bill S-5 be amended by adding after line 14 on page 47 the following new clause: “79.1 If Bill C-45, introduced in the 1st session of the 42nd Parliament and entitled An Act respecting cannabis and to amend the Controlled Drugs and Substances Act, the Criminal Code and other Acts, receives royal assent, then, on the first day on which both subsection 204(1) of that act and section 3 of this act are in force: (a) the definition accessory in section 2 of the Tobacco and Vaping Products Act is replaced by the following: accessory means a product that may be used in the consumption of a tobacco product, including a pipe, cigarette holder, cigar clip, lighter and matches, and also means a water pipe.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"The motion is: That, considering that Bill C-428, An Act to amend the Indian Act (publication of by-laws) and to provide for its replacement, received Royal Assent in the 2nd Session of the 41st Parliament, the Minister of Indigenous and Northern Affairs appear before the Committee no later than February 10, 2017, for a briefing on the work undertaken by the Department in collaboration with First Nations and other interested parties to develop new legislation to replace the Indian Act; and that the Committee report to the House a summary of the Minister's testimony.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
"I call to order this meeting of the Standing Committee on Transport, Infrastructure and Communities, 42nd Parliament, 1st session, meeting number 13.",False
